observation_index,A,B,M,N,value,dV,I,rel_err,K,fid,reciprocal_group,reciprocal_pair_count,reciprocal_error_percent,reciprocal_mean_value,reciprocal_partner_value
697,22,20,24,18,102.813545,,,0.05,1.0,712,18-24|20-22,1,0.012106621247118364,102.81976900000001,102.825993
698,24,21,27,18,45.1176414,,,0.05,1.0,713,18-27|21-24,1,0.1458017464903249,45.15055655,45.1834717
699,26,22,30,18,26.9840448,,,0.05,1.0,714,18-30|22-26,1,0.15277207989553446,27.0046726,27.0253004
700,28,23,33,18,17.2797355,,,0.05,1.0,715,18-33|23-28,1,0.6735181118103838,17.3381232,17.3965109
701,30,24,36,18,13.3936109,,,0.05,1.0,716,18-36|24-30,1,0.30705359787507275,13.414205299999999,13.4347997
702,32,25,39,18,8.73999276,,,0.05,1.0,717,18-39|25-32,1,1.2113458240718313,8.793251099999999,8.84650944
703,34,26,42,18,7.7824734,,,0.05,1.0,718,18-42|26-34,1,1.214015380888574,7.830002115,7.87753083
704,36,27,45,18,6.96796719,,,0.05,1.0,719,18-45|27-36,1,0.7385585181577351,6.9937938200000005,7.01962045
705,38,28,48,18,7.10566119,,,0.05,1.0,720,18-48|28-38,1,0.9845908214207874,7.140815095000001,7.175969
706,40,29,51,18,6.70448058,,,0.05,1.0,721,18-51|29-40,1,1.0228524906793905,6.7389453150000005,6.77341005
707,42,30,54,18,6.31529754,,,0.05,1.0,722,18-54|30-42,1,1.387770199286452,6.35942464,6.40355174
708,21,20,22,19,257.501283,,,0.05,1.0,723,19-22|20-21,1,0.06502119639490463,257.417595,257.333907
709,23,21,25,19,111.413433,,,0.05,1.0,724,19-25|21-23,1,0.027744668385120155,111.39797949999999,111.382526
710,25,22,28,19,43.2173456,,,0.05,1.0,725,19-28|22-25,1,0.07442860147216586,43.20126855,43.1851915
711,27,23,31,19,25.60217,,,0.05,1.0,726,19-31|23-27,1,0.1415905186924301,25.584057700000002,25.5659454
712,29,24,34,19,16.7335459,,,0.05,1.0,727,19-34|24-29,1,0.04207308296098605,16.7370668,16.7405877
713,31,25,37,19,11.1679459,,,0.05,1.0,728,19-37|25-31,1,0.06086554129673181,11.17134565,11.1747454
714,33,26,40,19,8.44392332,,,0.05,1.0,729,19-40|26-33,1,0.5080349765724193,8.465426985,8.48693065
715,35,27,43,19,7.31597367,,,0.05,1.0,730,19-43|27-35,1,0.3511745696022265,7.328842185,7.3417107
716,37,28,46,19,7.40771468,,,0.05,1.0,731,19-46|28-37,1,0.16570658827915732,7.4138573050000005,7.41999993
717,39,29,49,19,7.23873821,,,0.05,1.0,732,19-49|29-39,1,0.14068531113430974,7.243833715,7.24892922
718,41,30,52,19,6.76736306,,,0.05,1.0,733,19-52|30-41,1,0.24102135345004508,6.775528295,6.78369353
719,43,31,55,19,6.47926193,,,0.05,1.0,734,19-55|31-43,1,0.16273678604014322,6.473994145,6.46872636
720,22,21,23,20,296.346907,,,0.05,1.0,735,20-23|21-22,1,0.014598378111594205,296.3685395,296.390172
721,24,22,26,20,90.988749,,,0.05,1.0,736,20-26|22-24,1,0.04584298528222718,90.9678978,90.9470466
722,26,23,29,20,38.1960718,,,0.05,1.0,737,20-29|23-26,1,0.02972317954040607,38.1903961,38.1847204
723,28,24,32,20,25.6002164,,,0.05,1.0,738,20-32|24-28,1,0.028040362327217756,25.6038061,25.6073958
724,30,25,35,20,15.2621415,,,0.05,1.0,739,20-35|25-30,1,0.04241916399879959,15.25890515,15.2556688
725,32,26,38,20,9.99914615,,,0.05,1.0,740,20-38|26-32,1,0.3221194070401492,10.015276725,10.0314073
726,34,27,41,20,7.9819295,,,0.05,1.0,741,20-41|27-34,1,0.6586359774621292,8.008302279999999,8.03467506
727,36,28,44,20,7.32769989,,,0.05,1.0,742,20-44|28-36,1,0.10762209388851765,7.331645125,7.33559036
728,38,29,47,20,7.6770468,,,0.05,1.0,743,20-47|29-38,1,0.1967585365843912,7.684606860000001,7.69216692
729,40,30,50,20,7.24513936,,,0.05,1.0,744,20-50|30-40,1,0.3511848799400484,7.257883655,7.27062795
730,42,31,53,20,6.67731418,,,0.05,1.0,745,20-53|31-42,1,0.36600857666292613,6.689556355,6.70179853
731,44,32,56,20,6.14994389,,,0.05,1.0,746,20-56|32-44,1,0.4231332659564819,6.162982705,6.17602152
732,23,22,24,21,382.686253,,,0.05,1.0,747,21-24|22-23,1,0.00423105280814835,382.694349,382.702445
733,25,23,27,21,84.8546388,,,0.05,1.0,748,21-27|23-25,1,0.0724582273534072,84.82390785000001,84.7931769
734,27,24,30,21,43.2097644,,,0.05,1.0,749,21-30|24-27,1,0.06263832845971064,43.1962357,43.182707
735,29,25,33,21,20.5970997,,,0.05,1.0,750,21-33|25-29,1,0.1287308553887708,20.61036565,20.6236316
736,31,26,36,21,14.6825168,,,0.05,1.0,751,21-36|26-31,1,0.3741554405441227,14.710035999999999,14.7375552
737,33,27,39,21,9.06334466,,,0.05,1.0,752,21-39|27-33,1,0.38998202421349776,9.081051895,9.09875913
738,35,28,42,21,7.58377293,,,0.05,1.0,753,21-42|28-35,1,0.030143762446244875,7.582630085,7.58148724
739,37,29,45,21,7.93113812,,,0.05,1.0,754,21-45|29-37,1,0.0601081048303263,7.933522464999999,7.93590681
740,39,30,48,21,7.67285763,,,0.05,1.0,755,21-48|30-39,1,0.2718613833093946,7.683301595,7.69374556
741,41,31,51,21,7.01959498,,,0.05,1.0,756,21-51|31-41,1,0.283455240752519,7.029557805,7.03952063
742,43,32,54,21,6.50918678,,,0.05,1.0,757,21-54|32-43,1,0.4165769703437735,6.522772965,6.53635915
743,24,23,25,22,252.531184,,,0.05,1.0,758,22-25|23-24,1,0.07446446204385503,252.437196,252.343208
744,26,24,28,22,93.4957687,,,0.05,1.0,759,22-28|24-26,1,0.03181430694538427,93.48089855,93.4660284
745,28,25,31,22,41.1113033,,,0.05,1.0,760,22-31|25-28,1,0.01223724804605218,41.1138189,41.1163345
746,30,26,34,22,20.4368936,,,0.05,1.0,761,22-34|26-30,1,0.15952607766261415,20.4532077,20.4695218
747,32,27,37,22,13.483244,,,0.05,1.0,762,22-37|27-32,1,0.07561862385352183,13.48834385,13.4934437
748,34,28,40,22,8.69891762,,,0.05,1.0,763,22-40|28-34,1,0.1688982769531695,8.70626999,8.71362236
749,36,29,43,22,7.92068631,,,0.05,1.0,764,22-43|29-36,1,0.011278699109460302,7.92023966,7.91979301
750,38,30,46,22,8.3177402,,,0.05,1.0,765,22-46|30-38,1,0.16053522966423786,8.324422015,8.33110383
751,40,31,49,22,7.71215429,,,0.05,1.0,766,22-49|31-40,1,0.1747142044335268,7.718897295,7.7256403
752,42,32,52,22,6.90387178,,,0.05,1.0,767,22-52|32-42,1,0.25937773599681957,6.91283696,6.92180214
753,44,33,55,22,6.42254386,,,0.05,1.0,768,22-55|33-44,1,0.2078712412916172,6.41587548,6.4092071
754,25,24,26,23,384.674422,,,0.05,1.0,769,23-26|24-25,1,0.04986783824150927,384.5785315,384.482641
755,27,25,29,23,91.4884468,,,0.05,1.0,770,23-29|25-27,1,0.016117541330308034,91.48107455,91.4737023
756,29,26,32,23,40.1525438,,,0.05,1.0,771,23-32|26-29,1,0.015905113923016814,40.1493509,40.146158
757,31,27,35,23,22.5256716,,,0.05,1.0,772,23-35|27-31,1,0.1505060273694408,22.5087331,22.4917946
758,33,28,38,23,12.0801768,,,0.05,1.0,773,23-38|28-33,1,0.12600563802698272,12.08779245,12.0954081
759,35,29,41,23,9.06571561,,,0.05,1.0,774,23-41|29-35,1,0.08840863597447995,9.069724820000001,9.07373403
760,37,30,44,23,9.3283358,,,0.05,1.0,775,23-44|30-37,1,0.15385617455065556,9.335517435,9.34269907
761,39,31,47,23,8.50332605,,,0.05,1.0,776,23-47|31-39,1,0.12645765400374878,8.508706005,8.51408596
762,41,32,50,23,7.55059913,,,0.05,1.0,777,23-50|32-41,1,0.19523187429897712,7.55797692,7.56535471
763,43,33,53,23,6.91157318,,,0.05,1.0,778,23-53|33-43,1,0.13674287301991564,6.916301955,6.92103073
764,45,34,56,23,6.61298878,,,0.05,1.0,779,23-56|34-45,1,0.2215789035321132,6.6203234,6.62765802
765,26,25,27,24,271.098853,,,0.05,1.0,780,24-27|25-26,1,0.027733951584708722,271.06126500000005,271.023677
766,28,26,30,24,80.9501223,,,0.05,1.0,781,24-30|26-28,1,0.018420881913517255,80.95757885,80.9650354
767,30,27,33,24,35.0450803,,,0.05,1.0,782,24-33|27-30,1,0.09665899051764835,35.0620256,35.0789709
768,32,28,36,24,21.8708142,,,0.05,1.0,783,24-36|28-32,1,0.07485558177203659,21.8626315,21.8544488
769,34,29,39,24,11.1660327,,,0.05,1.0,784,24-39|29-34,1,0.06499211650299122,11.1696624,11.1732921
770,36,30,42,24,9.43397928,,,0.05,1.0,785,24-42|30-36,1,0.06915293431514861,9.437242345000001,9.44050541
771,38,31,45,24,9.33363988,,,0.05,1.0,786,24-45|31-38,1,0.3000109583017972,9.347661885,9.36168389
772,40,32,48,24,8.26334377,,,0.05,1.0,787,24-48|32-40,1,0.2915998362865278,8.27540931,8.28747485
773,42,33,51,24,7.3203091,,,0.05,1.0,788,24-51|33-42,1,0.15519109619442076,7.325993745,7.33167839
774,44,34,54,24,6.74196789,,,0.05,1.0,789,24-54|34-44,1,0.24626890244421257,6.75027981,6.75859173
775,27,26,28,25,257.42412,,,0.05,1.0,790,25-28|26-27,1,0.06608284773556937,257.3390915,257.254063
776,29,27,31,25,83.3294047,,,0.05,1.0,791,25-31|27-29,1,0.11723281205374071,83.37827805,83.4271514
777,31,28,34,25,34.2698559,,,0.05,1.0,792,25-34|28-31,1,0.01603058865419484,34.27260295000001,34.27535
778,33,29,37,25,20.0444841,,,0.05,1.0,793,25-37|29-33,1,0.07270778245417768,20.0517737,20.0590633
779,35,30,40,25,11.8122794,,,0.05,1.0,794,25-40|30-35,1,0.939878643655578,11.7570285,11.7017776
780,37,31,43,25,10.7838072,,,0.05,1.0,795,25-43|31-37,1,0.25524590798867236,10.797587400000001,10.8113676
781,39,32,46,25,9.28673431,,,0.05,1.0,796,25-46|32-39,1,0.3016500093427563,9.300762185,9.31479006
782,41,33,49,25,8.17861342,,,0.05,1.0,797,25-49|33-41,1,0.2615444594797103,8.18932278,8.20003214
783,43,34,52,25,7.45387954,,,0.05,1.0,798,25-52|34-43,1,0.3306385460729801,7.466222645,7.47856575
784,45,35,55,25,7.18173727,,,0.05,1.0,799,25-55|35-45,1,0.5028780859878171,7.199840480000001,7.21794369
785,28,27,29,26,207.110741,,,0.05,1.0,800,26-29|27-28,1,0.16752734419870188,207.28437,207.457999
786,30,28,32,26,76.1987376,,,0.05,1.0,801,26-32|28-30,1,0.005810763771351526,76.1965238,76.19431
787,32,29,35,26,37.599738,,,0.05,1.0,802,26-35|29-32,1,0.09994183636900524,37.58095845,37.5621789
788,34,30,38,26,18.0225706,,,0.05,1.0,803,26-38|30-34,1,0.00025190603395373613,18.0225933,18.022616
789,36,31,41,26,11.9735646,,,0.05,1.0,804,26-41|31-36,1,0.10185760025007067,11.9796657,11.9857668
790,38,32,44,26,10.9144352,,,0.05,1.0,805,26-44|32-38,1,0.3412995911266661,10.9330925,10.9517498
791,40,33,47,26,9.18277458,,,0.05,1.0,806,26-47|33-40,1,0.2982638109862783,9.19648948,9.21020438
792,42,34,50,26,8.15600441,,,0.05,1.0,807,26-50|34-42,1,0.3686475104035219,8.171065625,8.18612684
793,44,35,53,26,7.31461885,,,0.05,1.0,808,26-53|35-44,1,1.5570594240291284,7.372012155,7.42940546
794,46,36,56,26,7.01762141,,,0.05,1.0,809,26-56|36-46,1,1.0050476298335995,7.05306474,7.08850807
795,29,28,30,27,213.21454,,,0.05,1.0,810,27-30|28-29,1,0.05723479864685462,213.15354100000002,213.092542
796,31,29,33,27,66.8263076,,,0.05,1.0,811,27-33|29-31,1,0.0007404242220752858,66.82655500000001,66.8268024
797,33,30,36,27,41.3877672,,,0.05,1.0,812,27-36|30-33,1,0.012491669013985072,41.38518235,41.3825975
798,35,31,39,27,17.1020297,,,0.05,1.0,813,27-39|31-35,1,0.2640648426092838,17.07947925,17.0569288
799,37,32,42,27,13.196149,,,0.05,1.0,814,27-42|32-37,1,0.2798766839025839,13.21464135,13.2331337
800,39,33,45,27,10.5271828,,,0.05,1.0,815,27-45|33-39,1,0.5503120531992162,10.5562289,10.585275
801,41,34,48,27,9.18673166,,,0.05,1.0,816,27-48|34-41,1,0.3514980066336455,9.202905675,9.21907969
802,43,35,51,27,8.25599757,,,0.05,1.0,817,27-51|35-43,1,0.35799731757458664,8.270802195,8.28560682
803,45,36,54,27,7.53152998,,,0.05,1.0,818,27-54|36-45,1,0.43965434661472846,7.548122805,7.56471563
804,30,29,31,28,210.841735,,,0.05,1.0,819,28-31|29-30,1,0.01034715855298898,210.8308275,210.81992
805,32,30,34,28,72.6820384,,,0.05,1.0,820,28-34|30-32,1,0.0008538597199240854,72.6817281,72.6814178
806,34,31,37,28,37.5706628,,,0.05,1.0,821,28-37|31-34,1,0.008008853926282419,37.57216735,37.5736719
807,36,32,40,28,16.6100962,,,0.05,1.0,822,28-40|32-36,1,0.214464490371346,16.5923039,16.5745116
808,38,33,43,28,13.1384728,,,0.05,1.0,823,28-43|33-38,1,0.08873729133523404,13.14430475,13.1501367
809,40,34,46,28,10.8803642,,,0.05,1.0,824,28-46|34-40,1,0.19892212579356602,10.8911967,10.9020292
810,42,35,49,28,9.53381645,,,0.05,1.0,825,28-49|35-42,1,0.658976111681842,9.56533308,9.59684971
811,44,36,52,28,8.03304379,,,0.05,1.0,826,28-52|36-44,1,0.5590422715679194,8.055560785,8.07807778
812,46,37,55,28,7.13991012,,,0.05,1.0,827,28-55|37-46,1,0.30733001877479926,7.12895541,7.1180007
813,31,30,32,29,232.33993,,,0.05,1.0,828,29-32|30-31,1,0.03264510655187951,232.37786,232.41579
814,33,31,35,29,86.4725858,,,0.05,1.0,829,29-35|31-33,1,0.08036594847147363,86.4378525,86.4031192
815,35,32,38,29,29.4493669,,,0.05,1.0,830,29-38|32-35,1,0.9110574268711794,29.315824900000003,29.1822829
816,37,33,41,29,17.3249512,,,0.05,1.0,831,29-41|33-37,1,0.03143641638518623,17.3276748,17.3303984
817,39,34,44,29,13.5583347,,,0.05,1.0,832,29-44|34-39,1,0.1608239691431649,13.569246,13.5801573
818,41,35,47,29,11.217449,,,0.05,1.0,833,29-47|35-41,1,0.5056766152171044,11.2458829,11.2743168
819,43,36,50,29,9.43988566,,,0.05,1.0,834,29-50|36-43,1,0.4687997943975166,9.46206473,9.4842438
820,45,37,53,29,7.5865963,,,0.05,1.0,835,29-53|37-45,1,0.32381281404790435,7.598899405,7.61120251
821,47,38,56,29,6.67500552,,,0.05,1.0,836,29-56|38-47,1,0.27705170463279905,6.684264955,6.69352439
822,32,31,33,30,208.304126,,,0.05,1.0,837,30-33|31-32,1,0.0014104476833439188,208.302657,208.301188
823,34,32,36,30,90.05605,,,0.05,1.0,838,30-36|32-34,1,0.03179447811588813,90.04173585000001,90.0274217
824,36,33,39,30,25.195363,,,0.05,1.0,839,30-39|33-36,1,0.08082132251915365,25.1851855,25.175008
825,38,34,42,30,18.4094706,,,0.05,1.0,840,30-42|34-38,1,0.11810634374321778,18.4203484,18.4312262
826,40,35,45,30,14.2122946,,,0.05,1.0,841,30-45|35-40,1,2.44507997234303,14.388196050000001,14.5640975
827,42,36,48,30,11.3077051,,,0.05,1.0,842,30-48|36-42,1,0.48067977377046417,11.3349475,11.3621899
828,44,37,51,30,8.16640179,,,0.05,1.0,843,30-51|37-44,1,0.25471761627460765,8.176815685000001,8.18722958
829,46,38,54,30,7.12388646,,,0.05,1.0,844,30-54|38-46,1,0.342554045708092,7.136108975,7.14833149
830,33,32,34,31,225.275519,,,0.05,1.0,845,31-34|32-33,1,0.039151285674144554,225.2314285,225.187338
831,35,33,37,31,62.1132023,,,0.05,1.0,846,31-37|33-35,1,0.23469804114813703,62.040398499999995,61.9675947
832,37,34,40,31,27.9033827,,,0.05,1.0,847,31-40|34-37,1,0.0433310150954718,27.8973386,27.8912945
833,39,35,43,31,20.2080479,,,0.05,1.0,848,31-43|35-39,1,0.5113193331252813,20.25984415,20.3116404
834,41,36,46,31,14.4992096,,,0.05,1.0,849,31-46|36-41,1,0.39249036852449587,14.52771955,14.5562295
835,43,37,49,31,10.2008561,,,0.05,1.0,850,31-49|37-43,1,0.317767602190122,10.217089399999999,10.2333227
836,45,38,52,31,7.95109589,,,0.05,1.0,851,31-52|38-45,1,0.2212867419497947,7.959902995,7.9687101
837,47,39,55,31,7.15454844,,,0.05,1.0,852,31-55|39-47,1,0.2071211125666506,7.147146815,7.13974519
838,34,33,35,32,217.471831,,,0.05,1.0,853,32-35|33-34,1,0.09282795553806378,217.37094050000002,217.27005
839,36,34,38,32,52.4655855,,,0.05,1.0,854,32-38|34-36,1,0.043380504340685515,52.454208050000005,52.4428306
840,38,35,41,32,33.3756555,,,0.05,1.0,855,32-41|35-38,1,0.31267698343696304,33.4279162,33.4801769
841,40,36,44,32,21.9230164,,,0.05,1.0,856,32-44|36-40,1,0.36127361107159495,21.9626891,22.0023618
842,42,37,47,32,12.9413412,,,0.05,1.0,857,32-47|37-42,1,0.3014603066429012,12.96087715,12.9804131
843,44,38,50,32,8.86188758,,,0.05,1.0,858,32-50|38-44,1,0.32694365476509324,8.876397990000001,8.8909084
844,46,39,53,32,7.76459497,,,0.05,1.0,859,32-53|39-46,1,0.08389833797998733,7.76785352,7.77111207
845,48,40,56,32,7.31945328,,,0.05,1.0,860,32-56|40-48,1,0.00894191459440331,7.319126045,7.31879881
846,35,34,36,33,179.330206,,,0.05,1.0,861,33-36|34-35,1,0.08455523647989623,179.2544215,179.178637
847,37,35,39,33,64.2771133,,,0.05,1.0,862,33-39|35-37,1,0.09506376228708702,64.30767995,64.3382466
848,39,36,42,33,34.126687,,,0.05,1.0,863,33-42|36-39,1,0.22065584193534052,34.16437985,34.2020727
849,41,37,45,33,17.3699603,,,0.05,1.0,864,33-45|37-41,1,0.7508835397924136,17.43542015,17.50088
850,43,38,48,33,11.1954614,,,0.05,1.0,865,33-48|38-43,1,0.18755805638518078,11.20597025,11.2164791
851,45,39,51,33,8.76697911,,,0.05,1.0,866,33-51|39-45,1,0.14937894997811518,8.773532015,8.78008492
852,47,40,54,33,7.78693662,,,0.05,1.0,867,33-54|40-47,1,0.014156041402330103,7.78748782,7.78803902
853,36,35,37,34,213.477923,,,0.05,1.0,868,34-37|35-36,1,0.01954015831341044,213.498782,213.519641
854,38,36,40,34,67.1040901,,,0.05,1.0,869,34-40|36-38,1,0.10162068196248056,67.13820325,67.1723164
855,40,37,43,34,28.1602221,,,0.05,1.0,870,34-43|37-40,1,0.10064207312882041,28.17439975,28.1885774
856,42,38,46,34,14.5508555,,,0.05,1.0,871,34-46|38-42,1,0.09148677068816902,14.557514600000001,14.5641737
857,44,39,49,34,10.0414276,,,0.05,1.0,872,34-49|39-44,1,0.05729614883959314,10.044305099999999,10.0471826
858,46,40,52,34,8.8461255,,,0.05,1.0,873,34-52|40-46,1,0.038662787542592954,8.84783591,8.84954632
859,48,41,55,34,8.34367506,,,0.05,1.0,874,34-55|41-48,1,0.03239222736907543,8.34502663,8.3463782
860,37,36,38,35,220.792119,,,0.05,1.0,875,35-38|36-37,1,0.1051468161955175,220.908258,221.024397
861,39,37,41,35,47.8957581,,,0.05,1.0,876,35-41|37-39,1,0.38828084580516503,47.988924,48.0820899
862,41,38,44,35,21.6321502,,,0.05,1.0,877,35-44|38-41,1,0.8747215788120477,21.72717635,21.8222025
863,43,39,47,35,13.0654116,,,0.05,1.0,878,35-47|39-43,1,0.4324712824843395,13.0937249,13.1220382
864,45,40,50,35,10.5837787,,,0.05,1.0,879,35-50|40-45,1,0.38274776006443917,10.5635628,10.5433469
865,47,41,53,35,9.06020986,,,0.05,1.0,880,35-53|41-47,1,0.03945454611133507,9.061997545,9.06378523
866,49,42,56,35,8.3517056,,,0.05,1.0,881,35-56|42-49,1,0.08766759207073255,8.355368075000001,8.35903055
867,38,37,39,36,115.55803,,,0.05,1.0,882,36-39|37-38,1,0.0071779540498913995,115.5621775,115.566325
868,40,38,42,36,36.1352271,,,0.05,1.0,883,36-42|38-40,1,0.1446767015688079,36.16138565,36.1875442
869,42,39,45,36,17.8425132,,,0.05,1.0,884,36-45|39-42,1,0.2909342280770527,17.868506,17.8944988
870,44,40,48,36,12.3404201,,,0.05,1.0,885,36-48|40-44,1,0.09161858576803979,12.34607575,12.3517314
871,46,41,51,36,10.7730168,,,0.05,1.0,886,36-51|41-46,1,0.011254676831571962,10.7724106,10.7718044
872,48,42,54,36,9.70454475,,,0.05,1.0,887,36-54|42-48,1,0.04929752616855102,9.70693739,9.70933003
873,39,38,40,37,122.494991,,,0.05,1.0,888,37-40|38-39,1,0.09009159331043817,122.439837,122.384683
874,41,39,43,37,29.8344326,,,0.05,1.0,889,37-43|39-41,1,0.018411592917545808,29.83717935,29.8399261
875,43,40,46,37,18.4253497,,,0.05,1.0,890,37-46|40-43,1,0.05838292926206238,18.430729900000003,18.4361101
876,45,41,49,37,14.8007887,,,0.05,1.0,891,37-49|41-45,1,0.021100425894872668,14.799227349999999,14.797666
877,47,42,52,37,11.9690644,,,0.05,1.0,892,37-52|42-47,1,0.001675165849670022,11.968964150000001,11.9688639
878,49,43,55,37,10.7116442,,,0.05,1.0,893,37-55|43-49,1,0.48573242603354666,10.7377225,10.7638008
879,40,39,41,38,58.2727498,,,0.05,1.0,894,38-41|39-40,1,0.0208755038759125,58.2788328,58.2849158
880,42,40,44,38,28.6914202,,,0.05,1.0,895,38-44|40-42,1,0.017383477085886317,28.693914200000002,28.6964082
881,44,41,47,38,17.5064297,,,0.05,1.0,896,38-47|41-44,1,0.03816926192567387,17.5030893,17.4997489
882,46,42,50,38,14.8688123,,,0.05,1.0,897,38-50|42-46,1,0.019780267513719446,14.8673419,14.8658715
883,48,43,53,38,12.6945733,,,0.05,1.0,898,38-53|43-48,1,0.006549828414387786,12.69498905,12.6954048
884,50,44,56,38,11.6095103,,,0.05,1.0,899,38-56|44-50,1,0.07642104099131265,11.613948050000001,11.6183858
885,41,40,42,39,45.4252586,,,0.05,1.0,900,39-42|40-41,1,0.03602852630818423,45.4334431,45.4416276
886,43,41,45,39,27.094937,,,0.05,1.0,901,39-45|41-43,1,0.21564851936583332,27.12418345,27.1534299
887,45,42,48,39,19.1456192,,,0.05,1.0,902,39-48|42-45,1,0.02926089878524912,19.1484207,19.1512222
888,47,43,51,39,14.7811598,,,0.05,1.0,903,39-51|43-47,1,0.06325184228841035,14.776486599999998,14.7718134
889,49,44,54,39,13.322392,,,0.05,1.0,904,39-54|44-49,1,0.021637916745198438,13.3238335,13.325275
890,42,41,43,40,52.1811283,,,0.05,1.0,905,40-43|41-42,1,0.008765045327315975,52.183415249999996,52.1857022
891,44,42,46,40,24.1920781,,,0.05,1.0,906,40-46|42-44,1,0.001735707211188214,24.191868149999998,24.1916582
892,46,43,49,40,19.7143816,,,0.05,1.0,907,40-49|43-46,1,0.002390611970927062,19.71461725,19.7148529
893,48,44,52,40,17.2701365,,,0.05,1.0,908,40-52|44-48,1,0.010108847459402685,17.27100945,17.2718824
894,50,45,55,40,14.0571142,,,0.05,1.0,909,40-55|45-50,1,0.49942236003752377,14.022099449999999,13.9870847
895,43,42,44,41,56.5237625,,,0.05,1.0,910,41-44|42-43,1,0.021022749360482294,56.5178217,56.5118809
896,45,43,47,41,27.6690002,,,0.05,1.0,911,41-47|43-45,1,0.22651968852867505,27.7003736,27.731747
897,47,44,50,41,21.7119686,,,0.05,1.0,912,41-50|44-47,1,0.02298996376839939,21.709473099999997,21.7069776
898,49,45,53,41,16.2316926,,,0.05,1.0,913,41-53|45-49,1,0.21829844941084744,16.21399515,16.1962977
899,51,46,56,41,15.0168138,,,0.05,1.0,914,41-56|46-51,1,0.0671279700913466,15.01177525,15.0067367
900,44,43,45,42,40.9714545,,,0.05,1.0,915,42-45|43-44,1,0.45124787262653204,41.06410495,41.1567554
901,46,44,48,42,32.909685,,,0.05,1.0,916,42-48|44-46,1,0.291792209061602,32.861741,32.813797
902,48,45,51,42,21.1199032,,,0.05,1.0,917,42-51|45-48,1,0.27180431629202656,21.09123975,21.0625763
903,50,46,54,42,17.3996695,,,0.05,1.0,918,42-54|46-50,1,0.00859536022685291,17.39892175,17.398174
904,45,44,46,43,62.509954,,,0.05,1.0,919,43-46|44-45,1,0.36258983674099554,62.6234872,62.7370204
905,47,45,49,43,29.477238,,,0.05,1.0,920,43-49|45-47,1,0.4047126796350783,29.4177094,29.3581808
906,49,46,52,43,21.5637828,,,0.05,1.0,921,43-52|46-49,1,0.01924616206207287,21.5658581,21.5679334
907,51,47,55,43,20.092574,,,0.05,1.0,922,43-55|47-51,1,0.0767413584056884,20.0848673,20.0771606
908,46,45,47,44,53.9172236,,,0.05,1.0,923,44-47|45-46,1,0.8474930393233067,53.6897153,53.462207
909,48,46,50,44,29.9176116,,,0.05,1.0,924,44-50|46-48,1,0.025332035374970228,29.92140145,29.9251913
910,50,47,53,44,23.3296739,,,0.05,1.0,925,44-53|47-50,1,0.020370983473400356,23.327297899999998,23.3249219
911,52,48,56,44,18.7282832,,,0.05,1.0,926,44-56|48-52,1,0.020364858200761473,18.7263764,18.7244696
912,47,46,48,45,59.3198805,,,0.05,1.0,927,45-48|46-47,1,0.22196448505289176,59.25411895,59.1883574
913,49,47,51,45,30.8791173,,,0.05,1.0,928,45-51|47-49,1,0.06823441843585076,30.868585799999998,30.8580543
914,51,48,54,45,27.7022072,,,0.05,1.0,929,45-54|48-51,1,0.04063317535498836,27.6965802,27.6909532
915,48,47,49,46,69.8531436,,,0.05,1.0,930,46-49|47-48,1,0.14970767935689822,69.80089495,69.7486463
916,50,48,52,46,39.202577,,,0.05,1.0,931,46-52|48-50,1,0.12042691944455278,39.22619645,39.2498159
917,52,49,55,46,27.6536846,,,0.05,1.0,932,46-55|49-52,1,0.08176212268173386,27.6423841,27.6310836
918,49,48,50,47,66.4595174,,,0.05,1.0,933,47-50|48-49,1,0.032864801604085295,66.4485983,66.4376792
919,51,49,53,47,48.2999186,,,0.05,1.0,934,47-53|49-51,1,0.08510362888428365,48.279374849999996,48.2588311
920,53,50,56,47,27.3626336,,,0.05,1.0,935,47-56|50-53,1,0.04645112574964297,27.35627995,27.3499263
921,50,49,51,48,87.9381514,,,0.05,1.0,936,48-51|49-50,1,0.03772202949267439,87.9215685,87.9049856
922,52,50,54,48,45.0930413,,,0.05,1.0,937,48-54|50-52,1,0.020556947200547387,45.0884069,45.0837725
923,51,50,52,49,133.384573,,,0.05,1.0,938,49-52|50-51,1,0.020052782221223635,133.39794799999999,133.411323
924,53,51,55,49,44.1133289,,,0.05,1.0,939,49-55|51-53,1,0.1147858163890716,44.0880255,44.0627221
925,52,51,53,50,110.208075,,,0.05,1.0,940,50-53|51-52,1,0.041491072066765416,110.230943,110.253811
926,54,52,56,50,50.7173917,,,0.05,1.0,941,50-56|52-54,1,0.00419332406187097,50.71632835,50.715265
927,53,52,54,51,158.938329,,,0.05,1.0,942,51-54|52-53,1,0.01956044238993907,158.922786,158.907243
928,54,53,55,52,146.540148,,,0.05,1.0,943,52-55|53-54,1,0.010709801895599601,146.5479955,146.555843
929,55,54,56,53,122.888538,,,0.05,1.0,944,53-56|54-55,1,0.1099469790264437,122.821019,122.7535
